,index,amt,merchant_1,merchant_2,category,year,city_pop,is_fraud
37512,37512,33.33,300,-1,1,1967,2435,0
1205992,1205992,3.08,285,37,8,1962,4367,0
977897,977897,11.72,274,-1,0,1997,165556,0
841233,841233,7.64,295,-1,12,1975,1595797,0
1115049,1115049,22.97,432,-1,6,1990,1382480,0
369177,369177,727.34,213,-1,8,1967,581,0
635331,635331,4.31,345,-1,6,1987,2872,0
46411,46411,14.96,51,-1,0,1972,18408,0
660321,660321,31.06,456,-1,6,1966,1383,0
81123,81123,1.13,241,-1,11,1984,3766,0
1211634,1211634,82.4,26,-1,0,1988,4573,0
363325,363325,62.92,435,-1,1,1978,341,0
1211394,1211394,20.21,363,-1,10,1983,2906700,0
1003757,1003757,137.58,312,-1,4,1960,626,0
158278,158278,89.64,23,-1,4,1967,5989,0
394861,394861,169.28,628,-1,7,1941,68211,0
479677,479677,102.21,286,-1,8,1976,1680,0
481526,481526,18.49,93,-1,1,1985,6951,0
418939,418939,26.32,467,-1,6,1957,1758,0
188089,188089,78.71,571,144,5,1972,811,0
231521,231521,70.9,115,-1,8,1989,5662,0
1209511,1209511,106.23,573,-1,7,2001,272,0
244578,244578,7.14,183,-1,11,1973,5621,0
477791,477791,125.77,480,-1,5,1965,804,0
514450,514450,32.13,151,-1,5,2004,2135,0
952262,952262,60.6,355,-1,7,1941,2443,0
167569,167569,56.05,228,-1,3,1975,1807,0
261992,261992,109.08,380,-1,12,1997,230,0
136243,136243,14.16,476,101,11,1968,248,0
618044,618044,43.34,379,-1,2,1944,914,0
741746,741746,68.74,215,-1,2,1962,207,0
51731,51731,398.18,209,105,12,1955,1126,0
1008223,1008223,82.18,539,-1,0,1993,2395,0
1094710,1094710,5.1,551,-1,9,1936,6284,0
390485,390485,49.33,341,-1,2,1962,1443,0
1132856,1132856,14.62,480,-1,5,1989,71463,0
305098,305098,6.89,366,-1,11,1970,551,0
683170,683170,26.68,162,-1,5,1970,551,0
159939,159939,6.36,6,33,11,1985,76383,0
841872,841872,97.3,364,138,8,1980,21902,0
572934,572934,50.38,70,-1,7,1999,895,0
719784,719784,21.16,67,193,10,1995,899,0
209356,209356,38.35,62,-1,6,1937,2258,0
1143764,1143764,21.75,476,183,11,1943,2274,0
102601,102601,9.58,442,-1,12,1951,1517,0
542591,542591,4.56,100,-1,11,1938,376,0
770866,770866,42.04,405,-1,8,2004,817312,0
146844,146844,182.07,375,-1,4,1970,2526,0
1040897,1040897,57.24,215,-1,2,1980,134056,0
1223990,1223990,25.87,157,136,0,1964,6581,0
1188505,1188505,5.04,142,-1,13,1966,1925,0
482457,482457,6.57,66,-1,11,1989,104,0
442063,442063,45.58,323,-1,12,1992,525713,0
868890,868890,23.44,222,-1,0,1972,1760,0
463181,463181,10.86,394,-1,9,1969,459921,0
409953,409953,9.02,371,68,11,1991,1490,0
68635,68635,107.31,91,-1,6,1971,413574,0
1151992,1151992,8.89,230,196,8,1999,3807,0
527112,527112,13.61,133,-1,8,1986,50835,0
1107956,1107956,72.39,407,162,4,1976,3776,0
803862,803862,58.11,472,161,2,1995,2607,0
1205039,1205039,4.85,17,-1,1,1995,128715,0
420014,420014,144.5,80,-1,4,1966,519,0
868515,868515,55.6,281,-1,10,1996,31394,0
255855,255855,2.88,476,166,11,1959,5619,0
249597,249597,52.36,387,-1,2,1965,1420,0
360296,360296,8.6,518,20,6,1967,571,0
144195,144195,4.79,155,-1,6,1965,1420,0
357423,357423,3.09,565,-1,12,1927,16305,0
198111,198111,8.9,528,81,1,2000,111,0
355408,355408,32.75,243,14,5,1990,1617,0
546877,546877,110.73,461,-1,11,1990,1946,0
315564,315564,8.79,278,175,8,1986,27020,0
908428,908428,43.58,304,96,6,1991,1228,0
21650,21650,6.82,465,-1,10,1980,47249,0
498912,498912,33.17,364,160,9,1976,2054,0
1074146,1074146,28.74,24,-1,7,1960,626,0
384333,384333,110.01,469,-1,4,1977,11250,0
828930,828930,61.89,218,-1,2,1983,116155,0
519088,519088,198.94,443,-1,4,1988,2523,0
208760,208760,16.3,259,171,5,1958,1196,0
352134,352134,140.81,430,-1,7,1993,14742,0
31614,31614,944.46,347,195,11,1997,2408,1
246838,246838,338.57,566,-1,4,1964,1038,1
75468,75468,709.16,455,-1,12,1996,12626,1
1129726,1129726,20.56,150,-1,10,1980,509,1
807947,807947,1072.54,558,103,11,1995,128715,1
1194944,1194944,9.38,362,-1,2,1998,1423,1
356718,356718,791.6,331,-1,12,1997,973849,1
778233,778233,286.25,423,-1,4,1967,301,1
682937,682937,20.17,242,-1,7,1988,7268,1
683569,683569,269.34,139,-1,4,1964,7987,1
47988,47988,775.67,618,-1,8,1997,2749,1
682392,682392,957.91,294,0,11,1964,7987,1
931109,931109,927.09,280,-1,11,1970,1412,1
325857,325857,10.13,318,-1,13,1972,213,1
1012767,1012767,911.2,224,-1,11,1990,316665,1
522319,522319,499.5,185,-1,0,1986,2206,1
909360,909360,21.29,195,-1,5,1983,106,1
236516,236516,1003.41,329,-1,11,1961,2135,1
1051321,1051321,299.98,293,-1,4,1993,970,1
229799,229799,999.84,288,-1,11,1964,191096,1
744667,744667,557.6,3,-1,0,1984,6006,1
297708,297708,9.05,341,-1,2,1974,1810,1
731066,731066,120.57,121,-1,1,1974,824,1
1132795,1132795,837.31,25,-1,11,1947,1966,1
361114,361114,822.15,581,56,8,1971,2379,1
614158,614158,737.71,286,-1,8,1977,33917,1
657186,657186,19.74,56,-1,7,1997,230,1
638531,638531,336.73,68,-1,4,1986,1686,1
208319,208319,8.86,379,-1,2,1976,2142,1
1193504,1193504,326.23,535,184,4,1954,17081,1
1290793,1290793,16.39,240,-1,3,1955,1312,1
568412,568412,16.34,258,-1,2,1933,1202,1
930929,930929,519.98,99,187,0,1970,1412,1
26575,26575,330.32,12,-1,4,1949,885,1
953311,953311,986.7,605,-1,11,1989,104,1
778318,778318,828.37,521,9,11,1953,2148,1
252781,252781,738.41,586,-1,12,1992,4512,1
1288496,1288496,20.51,212,-1,5,1972,2401,1
1178469,1178469,1001.36,366,-1,11,1972,18408,1
683351,683351,266.05,456,-1,6,1985,824,1
135811,135811,1053.93,197,147,11,1958,83,1
638139,638139,21.36,182,-1,7,1986,1686,1
771701,771701,9.66,438,15,2,1997,276896,1
775782,775782,801.12,598,-1,12,1953,2148,1
574368,574368,850.18,324,-1,8,1989,4290,1
976983,976983,856.92,571,125,12,1937,2258,1
1126964,1126964,320.52,375,-1,4,1973,105549,1
1164627,1164627,19.08,44,-1,2,1955,207,1
1161208,1161208,436.86,118,-1,0,1930,190178,1
890208,890208,345.48,423,-1,4,1970,805,1
144731,144731,1059.12,224,-1,11,1972,454,1
1055113,1055113,9.36,379,-1,2,1978,565,1
834257,834257,650.64,266,-1,8,1989,5662,1
1256592,1256592,313.56,418,59,4,1967,471,1
1080117,1080117,1016.59,38,-1,12,1934,5648,1
429981,429981,290.01,535,184,4,1961,2801,1
84043,84043,308.52,447,-1,4,1980,134056,1
170149,170149,310.48,18,-1,4,1997,10295,1
943138,943138,306.06,570,-1,4,1983,1780,1
1258680,1258680,990.39,8,-1,11,1987,5657,1
1059862,1059862,293.58,293,-1,4,1967,137,1
115138,115138,866.88,586,-1,12,1979,172247,1
14413,14413,937.47,6,33,11,2001,21635,1
802842,802842,678.9,331,-1,8,1987,95035,1
133835,133835,1042.06,197,147,11,1958,83,1
1288638,1288638,335.66,225,-1,4,1950,1100,1
407731,407731,1032.41,6,33,11,1974,100,1
329138,329138,296.97,254,72,4,1947,5726,1
36833,36833,8.63,633,-1,9,1986,50835,1
955389,955389,792.54,598,-1,12,1977,7155,1
638289,638289,1080.2,461,-1,11,1995,34153,1
834004,834004,969.92,288,-1,11,1986,741,1
673506,673506,308.39,395,-1,4,1969,389246,1
796040,796040,479.62,600,-1,0,1982,7163,1
273012,273012,6.81,379,-1,2,2001,4198,1
1014741,1014741,124.56,367,41,1,1958,12568,1
1213496,1213496,300.19,23,-1,4,1951,137067,1
837700,837700,434.66,579,-1,0,1984,2263,1
1112095,1112095,230.35,636,-1,6,1983,2906700,1
135563,135563,312.88,418,59,4,1964,10085,1
75372,75372,1156.15,640,167,11,1967,641349,1
869464,869464,801.28,360,-1,8,1975,5548,1
215465,215465,772.91,331,-1,12,1992,54185,1
107081,107081,6.93,305,-1,2,1962,3862,1
31703,31703,294.85,566,-1,4,1955,475,1
1262905,1262905,1215.89,20,-1,12,1997,777,1
1281667,1281667,780.14,125,-1,12,1976,324,1
1222838,1222838,898.59,347,195,11,1978,341,1
9637,9637,909.29,183,-1,11,1954,602,1
429724,429724,415.74,304,96,6,1966,1925,1
799383,799383,304.1,253,-1,4,1987,95035,1
1170647,1170647,19.0,116,57,5,1984,2906700,1
1065630,1065630,8.86,52,-1,9,1982,965,1
151837,151837,453.58,306,-1,0,1974,151785,1
227046,227046,4.79,530,-1,7,1969,663,1
272915,272915,11.91,50,-1,2,2001,4198,1
235920,235920,301.82,517,-1,4,1940,40470,1
715995,715995,852.98,136,181,12,1970,2526,1
1068995,1068995,1013.74,402,-1,11,2004,163415,1
1068963,1068963,274.16,42,-1,6,1993,5903,1
126000,126000,104.45,314,179,1,1976,513,1
100435,100435,23.05,616,-1,7,1993,2691,1
814769,814769,922.87,309,-1,8,1939,61,1
676208,676208,860.18,288,-1,11,1969,389246,1
30438,30438,294.63,23,-1,4,1960,24840,1
195481,195481,340.41,300,-1,4,1929,276,1
76595,76595,1000.46,319,-1,11,1976,3776,1
107245,107245,9.85,420,-1,2,1962,3862,1
311953,311953,8.41,71,-1,2,1964,3032,1
309353,309353,286.05,536,13,4,1964,3032,1
392904,392904,293.04,27,-1,4,1991,33804,1
1068919,1068919,741.09,169,-1,12,2004,163415,1
1065820,1065820,980.76,224,-1,11,1982,965,1
879513,879513,296.3,80,-1,4,1942,2328,1
1186733,1186733,772.08,252,-1,12,1978,1563,1
1158166,1158166,1116.14,640,167,11,1954,932,1
211132,211132,331.2,434,-1,4,1927,633,1
1097431,1097431,1025.97,165,-1,11,1966,1383,1
995711,995711,718.89,25,-1,11,1971,753116,1
21678,21678,870.97,576,-1,11,1971,277,1
33642,33642,1043.2,371,68,11,1955,475,1
1168479,1168479,282.13,81,73,4,2000,28425,1
1192993,1192993,919.8,389,-1,12,1963,3733,1
1062543,1062543,861.79,521,9,11,1956,759,1
233336,233336,656.01,196,8,8,1980,493806,1
918391,918391,791.62,232,-1,12,1927,104,1
600153,600153,353.45,311,-1,4,1942,60,1
23163,23163,839.35,28,93,12,1935,73,1
699439,699439,14.39,257,-1,2,1940,17558,1
356662,356662,8.97,578,-1,9,1997,973849,1
1258912,1258912,1003.47,28,53,11,1987,242,1
670086,670086,939.7,537,-1,11,1981,2644,1
537992,537992,949.43,416,-1,12,1938,4081,1
33640,33640,806.77,54,-1,8,1939,136895,1
151451,151451,8.23,130,-1,9,1967,673342,1
215208,215208,312.32,81,73,4,1986,4680,1
1120869,1120869,279.94,566,-1,4,1992,86954,1
667648,667648,347.42,18,-1,4,1956,732,1
929095,929095,351.61,89,-1,4,1970,1412,1
778235,778235,882.7,576,-1,11,1967,301,1
873535,873535,489.76,559,-1,0,1992,128354,1
138191,138191,1050.98,640,167,11,1981,49,1
599813,599813,930.86,352,24,11,1963,192805,1
967094,967094,929.0,476,101,11,1990,137,1
692113,692113,571.74,370,-1,0,1960,1506,1
307402,307402,339.21,517,-1,4,1993,19408,1
357085,357085,780.87,250,-1,9,1971,2379,1
1184591,1184591,293.48,139,-1,4,1958,1414,1
570773,570773,6.7,316,-1,2,1987,122111,1
1017210,1017210,12.32,321,-1,13,1975,566,1
1069134,1069134,386.04,418,59,4,1993,5903,1
663774,663774,274.06,418,59,4,1995,203571,1
802326,802326,113.81,300,-1,1,1946,12866,1
356421,356421,1205.18,183,-1,11,1941,68211,1
1083297,1083297,866.4,74,-1,8,1963,1293,1
1071058,1071058,11.84,341,-1,2,1929,14075,1
149705,149705,23.97,541,-1,10,1927,16305,1
284063,284063,909.24,352,24,11,1993,5161,1
625504,625504,989.39,197,147,11,1967,1939,1
439231,439231,855.41,364,138,8,1937,1252,1
1262751,1262751,654.62,272,-1,12,1967,471,1
688994,688994,958.76,476,183,11,1996,2906700,1
193782,193782,390.85,177,-1,6,1968,1666,1
654175,654175,1245.75,329,-1,11,1941,369,1
85613,85613,17.83,245,-1,5,1955,14783,1
380885,380885,9.1,283,-1,9,1984,21134,1
903924,903924,6.63,638,177,7,1946,450,1
600154,600154,471.28,185,-1,0,1970,34496,1
189412,189412,339.61,68,-1,4,1968,1666,1
490268,490268,665.33,594,132,0,1962,2092,1
1295230,1295230,233.53,568,-1,6,1990,302,1
805998,805998,1005.34,13,-1,11,1941,2443,1
736086,736086,1083.77,558,103,11,1980,1201,1
482669,482669,343.47,395,-1,4,1973,635,1
396283,396283,360.77,253,-1,4,1954,969,1
1255547,1255547,19.6,472,54,2,1967,471,1
407637,407637,915.54,499,36,12,1991,9679,1
657392,657392,352.69,186,-1,4,1941,369,1
62278,62278,269.86,502,12,4,1958,4895,1
1168287,1168287,904.86,352,24,11,1993,608,1
373336,373336,18.66,86,62,2,1962,1143,1
647683,647683,51.13,589,-1,9,1932,341,1
265131,265131,26.14,5,-1,5,1981,6508,1
392506,392506,52.45,239,-1,10,1961,2208,1
1292772,1292772,842.27,196,8,8,1950,1100,1
328910,328910,891.97,28,53,11,1964,275,1
494602,494602,25.01,29,-1,10,1992,42384,1
789448,789448,924.55,187,38,11,1928,1063,1
18349,18349,288.41,517,-1,4,1946,2518,1
26314,26314,925.74,524,-1,11,1993,238602,1
376304,376304,335.97,18,-1,4,1962,1143,1
641324,641324,886.45,521,9,11,1957,151022,1
1248563,1248563,680.5,309,-1,8,1976,19054,1
1222953,1222953,729.05,449,178,8,1931,2807,1
1022181,1022181,341.21,535,184,4,1990,533,1
582456,582456,242.24,575,-1,6,1981,13973,1
412514,412514,15.63,284,-1,3,1968,248,1
55274,55274,21.58,639,-1,10,1990,1946,1
582606,582606,20.35,182,-1,7,1981,13973,1
88686,88686,1001.75,13,-1,11,1983,116155,1
1120749,1120749,12.03,478,83,2,1992,86954,1
1023567,1023567,12.6,572,29,3,1963,2078,1
576876,576876,286.23,89,-1,4,1956,35705,1
1027607,1027607,1055.35,267,-1,11,1988,606,1
193880,193880,23.02,567,75,2,1929,276,1
1067562,1067562,862.5,598,-1,12,1993,5903,1
978205,978205,1011.34,64,-1,11,1949,13717,1
478606,478606,350.44,517,-1,4,1968,2470,1
214818,214818,110.39,330,-1,1,1976,1022298,1
1051508,1051508,8.54,92,159,2,1976,1302,1
802718,802718,322.45,292,-1,4,1962,269,1
933184,933184,437.52,180,-1,0,1970,1412,1
423514,423514,832.47,337,-1,8,1950,3805,1
432390,432390,281.6,89,-1,4,1949,1577385,1
599990,599990,23.42,188,-1,7,1978,79613,1
667383,667383,641.34,532,80,0,1956,732,1
952954,952954,935.4,408,-1,12,1991,3730,1
1158581,1158581,946.77,61,-1,12,1986,1334,1
498404,498404,969.13,461,-1,11,1994,4354,1
834603,834603,347.3,328,-1,4,2004,460,1
562002,562002,321.37,375,-1,4,1975,5895,1
834105,834105,866.69,125,-1,12,1986,741,1
647791,647791,300.08,89,-1,4,1937,47211,1
341194,341194,333.78,407,162,4,1985,718,1
26498,26498,149.42,433,-1,1,1988,3285,1
95974,95974,328.75,186,-1,4,1996,121,1
392655,392655,824.92,551,-1,9,1992,1352,1
185995,185995,1173.54,409,-1,11,1978,158701,1
757471,757471,8.32,410,26,9,1984,59744,1
201847,201847,868.14,266,-1,8,1932,800,1
474428,474428,977.16,25,-1,11,1968,2470,1
1023456,1023456,856.76,557,-1,11,1990,533,1
1182033,1182033,1034.52,191,-1,11,1940,41111,1
399739,399739,886.59,437,180,12,1954,969,1
268625,268625,341.59,68,-1,4,1972,765,1
278097,278097,874.29,136,181,12,1940,493,1
262530,262530,8.52,305,-1,2,1976,641349,1
244895,244895,337.56,601,-1,4,1972,53,1
981640,981640,272.83,186,-1,4,1951,8512,1
231079,231079,790.78,59,-1,8,1980,493806,1
282744,282744,1072.94,288,-1,11,1997,3224,1
530866,530866,797.58,256,-1,8,1940,1363,1
128912,128912,579.7,559,-1,0,1965,470,1
1011331,1011331,881.95,386,-1,8,1968,413574,1
197337,197337,18.41,489,40,2,1932,800,1
969461,969461,818.58,558,103,11,1983,9051,1
94641,94641,20.27,355,-1,7,1996,121,1
1070358,1070358,794.37,133,-1,8,1983,229,1
1132912,1132912,258.64,42,-1,6,1988,338,1
1123533,1123533,302.31,517,-1,4,1973,105549,1
360445,360445,277.88,406,-1,4,1941,68211,1
1097372,1097372,968.48,538,145,12,1966,757530,1
132048,132048,1097.96,179,-1,11,1962,19880,1
931123,931123,355.86,447,-1,4,1970,1412,1
619994,619994,277.92,80,-1,4,1952,4603,1
1043163,1043163,830.09,74,-1,8,1963,14267,1
81563,81563,283.61,300,-1,4,1992,53,1
697354,697354,274.42,434,-1,4,1940,17558,1
195331,195331,337.68,395,-1,4,1929,276,1
578184,578184,299.46,328,-1,4,1956,35705,1
255303,255303,1000.13,476,183,11,1976,4474,1
574341,574341,294.6,300,-1,4,1979,757530,1
896832,896832,953.76,366,-1,11,1975,910148,1
236521,236521,266.59,484,-1,6,1940,40470,1
51276,51276,1024.66,267,-1,11,1983,2060,1
686251,686251,333.07,206,-1,4,1956,263,1
1186642,1186642,1036.79,504,16,11,1970,3661,1
977243,977243,284.66,634,-1,4,1959,1263321,1
197317,197317,19.94,478,83,2,1932,800,1
36019,36019,1058.68,482,-1,11,1967,344,1
1033824,1033824,873.73,74,-1,8,1971,2036,1
435491,435491,1031.8,389,-1,12,1949,1577385,1
246656,246656,2.45,207,87,13,1970,190,1
1142938,1142938,294.5,89,-1,4,1968,215,1
1129634,1129634,952.38,241,-1,11,1973,105549,1
133825,133825,633.85,310,-1,8,1964,10085,1
98076,98076,431.21,132,-1,0,1925,4431,1
129015,129015,5.69,290,-1,13,1958,1271,1
1011237,1011237,740.52,54,-1,8,1968,413574,1
810115,810115,18.85,145,25,2,1939,61,1
878727,878727,757.26,133,-1,8,1987,2303,1
99379,99379,11.11,101,-1,2,1993,2691,1
621562,621562,905.66,380,-1,12,1963,9165,1
395924,395924,1153.57,524,-1,11,1981,1536,1
186209,186209,793.53,256,-1,8,1981,222785,1
731323,731323,296.56,139,-1,4,1930,409656,1
236887,236887,286.12,312,-1,4,1940,40470,1
439157,439157,948.28,183,-1,11,1937,1252,1
904627,904627,17.09,22,-1,2,1941,471,1
969812,969812,739.5,59,-1,8,1977,9521,1
462465,462465,901.83,462,-1,11,1962,91,1
568170,568170,8.76,215,-1,2,1962,4367,1
1027868,1027868,341.3,68,-1,4,1988,606,1
48879,48879,865.48,514,-1,12,1962,2906700,1
677828,677828,1045.92,223,212,11,1961,5451,1
55413,55413,955.85,280,-1,11,1990,1946,1
614214,614214,1159.35,183,-1,11,1977,33917,1
427637,427637,11.58,316,-1,2,1961,2801,1
31913,31913,1065.87,504,16,11,1971,5950,1
715416,715416,766.6,598,-1,12,1970,2526,1
1123229,1123229,757.83,190,97,12,1992,86954,1
967134,967134,281.23,254,72,4,1990,137,1
577741,577741,837.54,396,-1,8,1969,584,1
233813,233813,8.99,97,-1,2,2004,2135,1
514446,514446,967.35,319,-1,11,1998,4159,1
1116835,1116835,825.99,46,197,8,1928,3066,1
47801,47801,658.54,285,110,8,1939,22305,1
1094792,1094792,344.0,58,-1,4,1966,1383,1
278144,278144,920.34,640,167,11,1934,12486,1
1174286,1174286,9.0,40,-1,2,1962,7339,1
145754,145754,884.54,626,116,12,1983,178,1
821382,821382,798.97,213,-1,8,1930,307,1
534122,534122,697.97,416,-1,12,1940,1363,1
570936,570936,322.34,18,-1,4,1933,1202,1
905692,905692,279.46,206,-1,4,1941,471,1
969517,969517,959.27,521,9,11,1990,137,1
654230,654230,1117.76,567,46,11,1997,230,1
624438,624438,915.77,323,-1,12,1963,9165,1
1095015,1095015,8.92,113,-1,2,1935,31970,1
1226655,1226655,967.25,165,-1,11,1965,277,1
802625,802625,11.76,362,-1,2,1946,12866,1
683471,683471,9.98,86,62,2,1948,7322,1
606216,606216,49.55,562,-1,9,1955,1179,1
291976,291976,1009.31,576,-1,11,1975,163415,1
239984,239984,23.29,515,128,2,1961,1132,1
869267,869267,1143.75,223,212,11,1975,5548,1
1062684,1062684,1051.66,197,147,11,1982,965,1
729167,729167,286.21,123,-1,4,1974,824,1
1145377,1145377,758.26,442,-1,12,1968,215,1
625388,625388,6.94,318,-1,13,1967,1939,1
570534,570534,967.49,280,-1,11,1987,122111,1
27650,27650,758.13,505,-1,8,1956,1892,1
21630,21630,307.5,342,-1,4,1955,973849,1
239864,239864,965.16,256,-1,8,1965,129,1
915375,915375,570.24,75,-1,0,1941,471,1
66095,66095,848.89,187,38,11,1929,52126,1
26328,26328,860.8,294,0,11,1956,1892,1
1183937,1183937,17.13,106,-1,7,1993,15623,1
57605,57605,292.88,374,205,4,1971,248858,1
268299,268299,8.74,419,-1,13,1976,641349,1
271515,271515,11.86,472,54,2,2001,4198,1
63793,63793,330.19,89,-1,4,1986,795,1
771536,771536,948.05,280,-1,11,1970,23805,1
249031,249031,821.37,285,110,8,1973,631,1
1178484,1178484,736.28,230,196,8,1985,928,1
134056,134056,355.37,18,-1,4,1940,478404,1
1250809,1250809,1057.54,558,103,11,1976,19054,1
51239,51239,19.69,465,-1,10,1983,540,1
938066,938066,1031.71,598,-1,12,1968,156391,1
885208,885208,353.14,335,-1,4,1957,118,1
1208686,1208686,1080.21,366,-1,11,1967,92337,1
74257,74257,787.51,125,-1,12,1965,1420,1
494505,494505,801.71,285,110,8,1962,2092,1
975543,975543,883.63,221,129,8,1966,186140,1
189102,189102,310.44,81,73,4,1958,2566,1
297524,297524,9.52,83,163,13,1974,1810,1
243187,243187,309.91,226,69,4,1970,67082,1
574060,574060,11.44,567,75,2,1979,757530,1
567880,567880,822.52,331,-1,8,1955,1126,1
616088,616088,308.55,375,-1,4,1975,42619,1
635694,635694,326.43,254,72,4,1986,1686,1
360477,360477,937.29,409,-1,11,1984,1858,1
16869,16869,299.98,317,44,4,1946,2518,1
305523,305523,813.98,494,206,8,1976,6120,1
869069,869069,920.18,96,-1,12,1968,333497,1
1116631,1116631,23.05,15,-1,5,1987,2872,1
733634,733634,7.74,392,-1,9,1930,409656,1
15471,15471,918.69,476,183,11,1999,976,1
227022,227022,991.83,288,-1,11,1969,663,1
1065756,1065756,20.68,281,-1,10,1986,1530,1
1183955,1183955,789.46,586,-1,12,1958,1414,1
884569,884569,589.11,622,-1,0,1957,118,1
21812,21812,325.86,529,120,4,1982,4729,1
95564,95564,1165.94,100,-1,11,1996,121,1
151098,151098,1154.81,262,-1,12,1996,239,1
1051387,1051387,376.06,395,-1,4,1983,1166,1
116487,116487,799.55,551,-1,9,1973,302,1
18217,18217,24.78,151,-1,5,1976,1643,1
229066,229066,309.88,536,13,4,1999,28739,1
789799,789799,884.65,429,111,12,1957,837792,1
1023381,1023381,672.71,337,-1,8,1959,2383912,1
1250622,1250622,877.44,455,-1,12,1976,19054,1
130446,130446,328.01,469,-1,4,1965,470,1
163866,163866,19.71,526,-1,2,1958,37,1
323566,323566,1157.26,262,-1,12,2000,782,1
64747,64747,9.91,97,-1,2,1961,16955,1
806031,806031,879.05,6,33,11,1995,128715,1
1052865,1052865,1117.28,409,-1,11,1993,970,1
962399,962399,10.23,344,-1,3,1960,6063,1
366414,366414,15.95,400,32,10,1984,144160,1
711685,711685,340.98,184,113,4,1956,532,1
806281,806281,10.55,215,-1,2,1995,128715,1
510961,510961,7.04,233,-1,9,1939,28506,1
903974,903974,19.26,520,-1,7,1976,190249,1
494514,494514,1174.44,476,183,11,1987,16163,1
1230613,1230613,817.94,561,106,8,1994,5341,1
128868,128868,304.7,312,-1,4,1958,1271,1
534804,534804,329.84,226,69,4,1945,165,1
1070955,1070955,779.87,429,111,12,1963,2054,1
572783,572783,731.55,309,-1,8,1989,4290,1
1011429,1011429,934.61,396,-1,8,1990,316665,1
462587,462587,951.49,191,-1,11,1962,91,1
244629,244629,6.03,160,-1,7,1970,190,1
909470,909470,577.6,428,-1,0,1973,1749,1
917685,917685,333.56,407,162,4,1927,104,1
834447,834447,734.62,331,-1,8,1972,1760,1
947629,947629,1061.88,466,64,12,1969,45303,1
1194554,1194554,290.71,512,-1,4,1977,8269,1
689160,689160,811.8,309,-1,8,1949,1274,1
376354,376354,867.28,565,-1,12,1979,276002,1
20974,20974,1033.78,605,-1,11,1973,5507,1
189501,189501,311.01,123,-1,4,1968,1666,1
534250,534250,220.43,7,-1,6,1977,26551,1
1182241,1182241,8.66,305,-1,2,1962,4172,1
673613,673613,9.4,153,-1,2,1961,5451,1
921571,921571,917.79,267,-1,11,1927,104,1
551312,551312,347.91,23,-1,4,1990,18128,1
1168072,1168072,906.28,576,-1,11,2000,28425,1
1009920,1009920,1048.8,28,53,11,1951,1517,1
54066,54066,716.13,74,-1,8,1977,399,1
399764,399764,329.28,12,-1,4,1954,969,1
373396,373396,868.52,87,-1,9,1990,1617,1
654711,654711,13.4,526,-1,2,1982,639,1
226262,226262,779.33,96,-1,12,1969,663,1
1070923,1070923,981.23,28,53,11,1931,413574,1
665544,665544,1007.13,329,-1,11,1949,237282,1
1286873,1286873,688.98,19,-1,9,1972,2401,1
656511,656511,935.64,347,195,11,1997,230,1
1129835,1129835,1022.39,461,-1,11,1980,509,1
514185,514185,1059.96,280,-1,11,1999,895,1
1002173,1002173,863.14,586,-1,12,1956,260,1
1134796,1134796,926.72,404,-1,12,1947,1966,1
321289,321289,776.56,237,-1,12,1979,321,1
32984,32984,1027.34,13,-1,11,1939,136895,1
865434,865434,20.85,198,-1,5,1990,194500,1
24176,24176,297.74,443,-1,4,1993,238602,1
1170780,1170780,18.24,388,-1,10,1955,4677,1
337354,337354,1045.27,327,19,11,1991,69,1
942449,942449,871.07,644,-1,8,1959,6460,1
774736,774736,813.34,324,-1,8,1957,759,1
126129,126129,18.55,197,102,2,1965,470,1
469171,469171,306.14,12,-1,4,1957,1120,1
1019936,1019936,288.03,407,162,4,1999,1583,1
1290489,1290489,802.56,449,178,8,1996,847,1
26305,26305,1104.91,224,-1,11,1982,4729,1
150541,150541,788.28,310,-1,8,2000,136,1
1066072,1066072,10.46,567,75,2,1957,7420,1
159317,159317,21.96,49,-1,10,1972,271,1
1233056,1233056,826.63,396,-1,8,1956,70,1
167487,167487,17.8,163,158,3,1997,10295,1
656979,656979,780.05,337,-1,8,1941,369,1
734262,734262,293.99,206,-1,4,1980,1201,1
52030,52030,8.94,625,-1,9,1957,75903,1
789607,789607,776.84,190,97,12,1928,1063,1
89923,89923,983.73,557,-1,11,1986,27020,1
81808,81808,7.83,511,94,3,1991,1213,1
128813,128813,309.91,601,-1,4,1965,470,1
39654,39654,316.88,374,205,4,2000,149,1
893476,893476,1161.02,165,-1,11,1988,1847,1
890453,890453,846.92,459,-1,12,1970,805,1
1166271,1166271,933.06,14,182,12,1940,4593,1
922221,922221,293.09,406,-1,4,1978,168,1
626399,626399,305.63,18,-1,4,1970,911,1
686021,686021,21.58,613,191,7,1985,824,1
683312,683312,1096.36,8,-1,11,1964,7987,1
915524,915524,1001.97,347,195,11,1967,2435,1
33593,33593,1014.54,476,166,11,1960,24840,1
1145590,1145590,913.22,558,103,11,1968,215,1
1246606,1246606,897.71,418,213,11,1993,641,1
341325,341325,11.62,111,-1,2,1985,718,1
802320,802320,899.93,462,-1,11,1941,2443,1
1062508,1062508,9.77,628,-1,7,1956,759,1
1164803,1164803,7.32,114,-1,3,1960,3487,1
102198,102198,896.22,476,166,11,1970,365,1
176553,176553,897.66,100,-1,11,1990,498,1
945727,945727,321.79,418,59,4,1983,1780,1
